frame,object_id,speed_m_s,speed_kmh
221,79,1.917,6.90
221,80,4.276,15.39
221,83,7.029,25.30
221,84,3.865,13.91
221,85,6.894,24.82
222,4,11.151,40.14
222,76,0.853,3.07
222,77,1.428,5.14
222,78,8.317,29.94
222,79,1.917,6.90
222,80,4.276,15.39
222,83,7.029,25.30
222,84,3.736,13.45
222,85,6.952,25.03
223,4,11.151,40.14
223,76,0.853,3.07
223,77,1.428,5.14
223,78,8.303,29.89
223,79,1.917,6.90
223,83,7.029,25.30
223,84,3.803,13.69
223,85,6.872,24.74
224,4,11.151,40.14
224,76,0.853,3.07
224,77,1.428,5.14
224,78,8.358,30.09
224,79,1.581,5.69
224,83,7.029,25.30
224,84,3.915,14.09
224,85,6.872,24.74
225,4,11.151,40.14
225,77,1.428,5.14
225,78,8.313,29.93
225,79,1.808,6.51
225,83,7.029,25.30
225,84,3.796,13.67
225,85,6.872,24.74
226,4,11.151,40.14
226,77,1.428,5.14
226,78,8.270,29.77
226,79,0.849,3.05
226,83,7.029,25.30
226,84,3.854,13.88
226,85,7.057,25.40
227,4,11.151,40.14
227,77,1.428,5.14
227,78,8.324,29.97
227,79,0.849,3.05
227,83,7.029,25.30
227,84,3.795,13.66
227,85,6.736,24.25
228,4,11.151,40.14
228,77,1.428,5.14
228,78,8.282,29.82
228,79,0.849,3.05
228,83,7.029,25.30
228,84,3.848,13.85
228,85,7.024,25.29
229,4,11.151,40.14
229,78,8.242,29.67
229,79,0.849,3.05
229,83,7.029,25.30
229,84,3.744,13.48
229,85,6.964,25.07
230,4,11.151,40.14
230,78,8.229,29.62
230,79,0.849,3.05
230,83,7.029,25.30
230,84,3.796,13.67
230,85,6.910,24.88
231,4,11.151,40.14
231,78,8.306,29.90
231,79,1.314,4.73
231,83,7.029,25.30
231,84,3.892,14.01
231,85,6.942,24.99
232,4,11.151,40.14
232,78,8.267,29.76
232,79,1.314,4.73
232,83,7.029,25.30
232,84,3.845,13.84
232,85,6.942,24.99
233,4,11.151,40.14
233,78,8.178,29.44
233,79,1.314,4.73
233,84,3.751,13.50
233,85,6.725,24.21
234,4,11.151,40.14
234,78,8.178,29.44
234,79,1.314,4.73
234,84,3.847,13.85
234,85,6.725,24.21
235,4,11.151,40.14
235,78,8.293,29.86
235,79,1.314,4.73
235,84,4.018,14.46
235,85,6.803,24.49
235,86,8.150,29.34
236,4,11.151,40.14
236,78,8.267,29.76
236,79,1.314,4.73
236,84,3.926,14.13
236,85,6.760,24.34
236,86,8.112,29.20
237,4,11.151,40.14
237,78,8.242,29.67
237,79,1.314,4.73
237,84,4.011,14.44
237,85,6.797,24.47
237,86,8.034,28.92
237,88,12.000,43.20
238,4,11.151,40.14
238,78,8.153,29.35
238,79,1.314,4.73
238,84,3.803,13.69
238,85,6.757,24.32
238,86,8.158,29.37
238,87,3.330,11.99
238,88,6.000,21.60
239,4,11.151,40.14
239,78,8.153,29.35
239,79,1.314,4.73
239,84,3.604,12.97
239,85,6.791,24.45
239,86,8.124,29.25
239,87,3.330,11.99
239,88,6.000,21.60
240,4,11.151,40.14
240,78,8.100,29.16
240,79,6.953,25.03
240,84,3.529,12.70
240,85,6.754,24.31
240,86,8.054,28.99
240,87,3.330,11.99
240,88,7.500,27.00
241,4,11.151,40.14
241,78,8.149,29.33
241,79,6.841,24.63
241,84,3.529,12.70
241,85,6.719,24.19
241,86,7.988,28.76
241,87,3.330,11.99
241,88,7.500,27.00
241,91,6.000,21.60
242,4,11.151,40.14
242,78,8.066,29.04
242,79,6.737,24.25
242,84,3.529,12.70
242,85,6.751,24.30
242,86,7.925,28.53
242,87,3.330,11.99
242,88,6.325,22.77
242,91,6.708,24.15
243,4,11.151,40.14
243,78,8.093,29.14
243,79,6.737,24.25
243,84,3.529,12.70
243,85,6.717,24.18
243,86,7.925,28.53
243,87,3.330,11.99
243,88,5.421,19.52
243,91,5.657,20.36
243,93,0.000,0.00
244,4,11.151,40.14
244,78,8.078,29.08
244,79,6.737,24.25
244,84,3.529,12.70
244,85,6.748,24.29
244,86,7.976,28.71
244,87,3.330,11.99
244,88,6.185,22.26
244,89,2.571,9.26
244,91,4.243,15.27
244,93,3.000,10.80
245,4,11.151,40.14
245,78,8.078,29.08
245,79,6.737,24.25
245,84,3.529,12.70
245,85,6.642,23.91
245,86,7.951,28.62
245,87,3.330,11.99
245,88,6.146,22.13
245,89,2.250,8.10
245,91,4.948,17.81
245,93,2.000,7.20
246,4,11.151,40.14
246,78,7.859,28.29
246,79,6.737,24.25
246,84,3.529,12.70
246,85,6.613,23.81
246,86,7.896,28.43
246,87,3.330,11.99
246,88,6.119,22.03
246,89,2.000,7.20
246,91,4.123,14.84
246,93,2.000,7.20
247,4,11.151,40.14
247,78,7.956,28.64
247,79,6.737,24.25
247,84,3.529,12.70
247,85,6.646,23.92
247,86,7.845,28.24
247,87,3.330,11.99
247,88,6.219,22.39
247,89,2.400,8.64
247,91,4.616,16.62
247,93,2.000,7.20
248,4,11.151,40.14
248,78,7.956,28.64
248,79,6.737,24.25
248,84,3.529,12.70
248,85,6.552,23.59
248,86,7.796,28.06
248,87,3.330,11.99
248,88,6.185,22.26
248,89,2.400,8.64
248,91,4.743,17.08
248,93,2.000,7.20
248,96,6.000,21.60
249,4,11.151,40.14
249,78,7.956,28.64
249,79,6.737,24.25
249,84,3.529,12.70
249,85,6.587,23.71
249,86,7.921,28.52
249,87,3.330,11.99
249,88,5.709,20.55
249,89,2.400,8.64
249,91,4.472,16.10
249,93,2.000,7.20
249,96,6.000,21.60
250,4,11.151,40.14
250,78,7.931,28.55
250,79,6.737,24.25
250,84,3.529,12.70
250,85,6.679,24.04
250,86,7.845,28.24
250,87,3.330,11.99
250,88,5.718,20.58
250,89,2.400,8.64
250,91,4.569,16.45
250,93,2.000,7.20
250,96,6.000,21.60
250,98,0.000,0.00
251,4,11.151,40.14
251,78,7.810,28.12
251,79,6.737,24.25
251,84,3.529,12.70
251,85,6.592,23.73
251,86,7.826,28.18
251,87,3.330,11.99
251,88,5.824,20.97
251,89,2.400,8.64
251,91,4.879,17.56
251,93,2.000,7.20
251,96,6.000,21.60
251,98,0.000,0.00
251,99,6.000,21.60
252,4,11.151,40.14
252,78,7.834,28.20
252,79,6.737,24.25
252,84,3.529,12.70
252,85,6.737,24.25
252,86,7.810,28.11
252,87,3.330,11.99
252,88,5.822,20.96
252,89,2.400,8.64
252,91,5.408,19.47
252,93,2.000,7.20
252,96,6.000,21.60
252,98,0.000,0.00
252,99,3.000,10.80
253,78,7.908,28.47
253,79,6.737,24.25
253,84,3.529,12.70
253,85,6.654,23.96
253,86,7.740,27.86
253,87,3.330,11.99
253,88,6.164,22.19
253,89,2.400,8.64
253,91,5.382,19.38
253,93,2.000,7.20
253,96,6.000,21.60
253,98,0.000,0.00
253,99,4.000,14.40
254,78,7.908,28.47
254,79,6.737,24.25
254,84,3.529,12.70
254,85,6.627,23.86
254,86,7.725,27.81
254,87,3.330,11.99
254,88,5.907,21.26
254,89,2.400,8.64
254,91,5.370,19.33
254,93,2.000,7.20
254,96,6.000,21.60
254,98,0.000,0.00
254,99,4.000,14.40
254,102,0.000,0.00
255,78,7.810,28.12
255,79,6.737,24.25
255,84,3.529,12.70
255,85,6.551,23.58
255,86,7.725,27.81
255,87,3.330,11.99
255,88,5.899,21.24
255,89,2.400,8.64
255,91,5.557,20.01
255,93,2.000,7.20
255,96,6.000,21.60
255,98,0.000,0.00
255,99,4.000,14.40
255,102,3.000,10.80
256,78,7.810,28.12
256,79,6.737,24.25
256,84,3.529,12.70
256,85,6.479,23.32
256,86,7.796,28.07
256,87,3.330,11.99
256,88,6.075,21.87
256,89,2.400,8.64
256,91,5.408,19.47
256,93,2.000,7.20
256,96,6.000,21.60
256,98,0.000,0.00
256,99,4.000,14.40
256,102,3.000,10.80
256,104,8.485,30.55
257,78,7.616,27.42
257,79,6.737,24.25
257,84,3.529,12.70
257,85,6.512,23.44
257,86,7.902,28.45
257,87,3.330,11.99
257,88,6.054,21.80
257,89,2.400,8.64
257,91,5.090,18.32
257,93,2.000,7.20
257,96,6.000,21.60
257,98,0.000,0.00
257,99,4.000,14.40
257,102,3.000,10.80
257,104,4.243,15.27
258,78,7.713,27.77
258,79,6.737,24.25
258,84,3.529,12.70
258,85,6.544,23.56
258,86,7.888,28.40
258,87,3.330,11.99
258,88,6.037,21.73
258,89,2.400,8.64
258,91,5.375,19.35
258,93,2.000,7.20
258,96,6.000,21.60
258,98,0.000,0.00
258,99,4.000,14.40
258,102,3.000,10.80
258,104,4.243,15.27
258,105,0.000,0.00
259,78,7.737,27.85
259,79,6.737,24.25
259,84,3.529,12.70
259,85,6.422,23.12
259,86,7.707,27.75
259,87,3.330,11.99
259,88,5.775,20.79
259,89,2.400,8.64
259,91,5.256,18.92
259,93,2.000,7.20
259,96,6.000,21.60
259,98,0.000,0.00
259,99,4.000,14.40
259,102,3.000,10.80
259,104,4.243,15.27
259,105,0.000,0.00
259,106,0.000,0.00
259,107,6.000,21.60
260,78,7.640,27.50
260,79,6.737,24.25
260,84,3.529,12.70
260,85,6.511,23.44
260,86,7.672,27.62
260,87,3.330,11.99
260,88,5.772,20.78
260,89,2.400,8.64
260,91,5.248,18.89
260,93,2.000,7.20
260,96,6.000,21.60
260,98,0.000,0.00
260,99,4.000,14.40
260,102,3.000,10.80
260,104,4.243,15.27
260,105,0.000,0.00
260,106,0.000,0.00
260,107,6.000,21.60
261,78,7.616,27.42
261,79,6.737,24.25
261,84,3.529,12.70
261,85,6.451,23.22
261,86,7.638,27.50
261,87,3.330,11.99
261,88,5.772,20.78
261,89,2.400,8.64
261,91,5.496,19.78
261,93,2.000,7.20
261,96,6.000,21.60
261,98,0.000,0.00
261,99,4.000,14.40
261,102,3.000,10.80
261,104,4.243,15.27
261,105,0.000,0.00
261,106,0.000,0.00
261,107,2.000,7.20
262,78,7.616,27.42
262,79,6.737,24.25
262,84,3.529,12.70
262,85,6.483,23.34
262,86,7.629,27.46
262,87,3.330,11.99
262,88,5.838,21.02
262,89,2.400,8.64
262,91,5.616,20.22
262,93,2.000,7.20
262,96,6.000,21.60
262,98,0.000,0.00
262,99,4.000,14.40
262,102,3.000,10.80
262,104,4.243,15.27
262,105,0.000,0.00
262,106,0.000,0.00
262,107,1.500,5.40
263,78,7.616,27.42
263,79,6.737,24.25
263,84,3.529,12.70
263,85,6.570,23.65
263,86,7.597,27.35
263,87,3.330,11.99
263,88,5.622,20.24
263,89,2.400,8.64
263,91,5.503,19.81
263,93,2.000,7.20
263,96,6.000,21.60
263,98,0.000,0.00
263,99,4.000,14.40
263,102,3.000,10.80
263,104,4.243,15.27
263,105,0.000,0.00
263,106,0.000,0.00
263,107,1.697,6.11
264,78,7.519,27.07
264,79,6.737,24.25
264,84,3.529,12.70
264,85,6.516,23.46
264,86,7.566,27.24
264,87,3.330,11.99
264,88,5.770,20.77
264,89,2.400,8.64
264,91,5.274,18.99
264,93,2.000,7.20
264,96,6.000,21.60
264,98,0.000,0.00
264,99,4.000,14.40
264,102,3.000,10.80
264,104,4.243,15.27
264,105,0.000,0.00
264,106,0.000,0.00
264,107,2.236,8.05
265,78,7.543,27.16
265,79,6.737,24.25
265,84,3.529,12.70
265,85,6.490,23.36
265,86,7.558,27.21
265,87,3.330,11.99
265,88,5.763,20.75
265,89,2.400,8.64
265,91,5.269,18.97
265,93,2.000,7.20
265,96,6.000,21.60
265,98,0.000,0.00
265,99,4.000,14.40
265,102,3.000,10.80
265,104,4.243,15.27
265,105,0.000,0.00
265,106,0.000,0.00
265,107,2.236,8.05
265,108,0.000,0.00
266,78,7.422,26.72
266,79,6.737,24.25
266,84,3.529,12.70
266,85,6.439,23.18
266,86,7.630,27.47
266,87,3.330,11.99
266,88,5.758,20.73
266,89,2.400,8.64
266,91,5.382,19.38
266,93,2.000,7.20
266,96,6.000,21.60
266,98,0.000,0.00
266,99,4.000,14.40
266,102,3.000,10.80
266,104,4.243,15.27
266,105,0.000,0.00
266,106,0.000,0.00
266,107,2.236,8.05
266,108,2.000,7.20
267,78,7.543,27.16
267,79,6.737,24.25
267,84,3.529,12.70
267,85,6.469,23.29
267,86,7.547,27.17
267,87,3.330,11.99
267,88,5.643,20.31
267,89,2.400,8.64
267,91,5.488,19.76
267,93,2.000,7.20
267,96,6.000,21.60
267,98,0.000,0.00
267,99,4.000,14.40
267,102,3.000,10.80
267,104,4.243,15.27
267,105,0.000,0.00
267,106,0.000,0.00
267,107,2.236,8.05
267,108,3.000,10.80
268,78,7.422,26.72
268,79,6.737,24.25
268,84,3.529,12.70
268,85,6.554,23.59
268,86,7.616,27.42
268,87,3.330,11.99
268,88,5.641,20.31
268,89,2.400,8.64
268,91,5.408,19.47
268,93,2.000,7.20
268,96,6.000,21.60
268,98,0.000,0.00
268,99,4.000,14.40
268,102,3.000,10.80
268,104,4.243,15.27
268,105,0.000,0.00
268,106,0.000,0.00
268,107,2.236,8.05
268,108,2.683,9.66
268,109,18.974,68.31
269,78,7.446,26.81
269,79,6.737,24.25
269,84,3.529,12.70
269,85,6.431,23.15
269,86,7.515,27.05
269,88,5.539,19.94
269,89,2.400,8.64
269,91,5.509,19.83
269,93,2.000,7.20
269,96,6.000,21.60
269,98,0.000,0.00
269,99,4.000,14.40
269,102,3.000,10.80
269,104,4.243,15.27
269,105,0.000,0.00
269,106,0.000,0.00
269,107,2.236,8.05
269,108,4.123,14.84
269,109,10.817,38.94
270,78,7.350,26.46
270,79,6.737,24.25
270,84,3.529,12.70
270,85,6.462,23.26
270,86,7.487,26.95
270,88,5.608,20.19
270,89,2.400,8.64
270,91,5.492,19.77
270,93,2.000,7.20
270,96,6.000,21.60
270,98,0.000,0.00
270,99,4.000,14.40
270,102,3.000,10.80
270,104,4.243,15.27
270,105,0.000,0.00
270,106,0.000,0.00
270,107,2.236,8.05
270,108,4.286,15.43
270,109,45.343,163.24
271,78,7.376,26.55
271,79,6.737,24.25
271,85,6.546,23.57
271,86,7.485,26.94
271,88,5.605,20.18
271,89,2.400,8.64
271,91,5.692,20.49
271,93,2.000,7.20
271,96,6.000,21.60
271,98,0.000,0.00
271,99,4.000,14.40
271,102,3.000,10.80
271,104,4.243,15.27
271,105,0.000,0.00
271,106,0.000,0.00
271,107,2.236,8.05
271,108,4.500,16.20
271,109,45.343,163.24
271,110,18.000,64.80
272,78,7.376,26.55
272,79,6.737,24.25
272,85,6.559,23.61
272,86,7.549,27.18
272,88,5.669,20.41
272,89,2.400,8.64
272,91,5.515,19.85
272,93,2.000,7.20
272,96,6.000,21.60
272,98,0.000,0.00
272,99,4.000,14.40
272,102,3.000,10.80
272,104,4.243,15.27
272,105,0.000,0.00
272,106,0.000,0.00
272,107,2.236,8.05
272,108,6.667,24.00
272,109,45.343,163.24
272,110,9.487,34.15
273,78,7.306,26.30
273,85,6.532,23.51
273,86,7.522,27.08
273,88,5.731,20.63
273,89,2.400,8.64
273,91,5.601,20.16
273,93,2.000,7.20
273,96,6.000,21.60
273,98,0.000,0.00
273,99,4.000,14.40
273,102,3.000,10.80
273,104,4.243,15.27
273,105,0.000,0.00
273,106,0.000,0.00
273,107,2.236,8.05
273,108,6.667,24.00
273,109,45.343,163.24
273,110,6.325,22.77
274,78,7.335,26.41
274,85,6.547,23.57
274,86,7.519,27.07
274,88,5.724,20.60
274,89,2.400,8.64
274,91,5.789,20.84
274,93,2.000,7.20
274,96,6.000,21.60
274,98,0.000,0.00
274,99,4.000,14.40
274,102,3.000,10.80
274,104,4.243,15.27
274,105,0.000,0.00
274,106,0.000,0.00
274,107,2.236,8.05
274,108,5.455,19.64
274,109,23.831,85.79
274,110,7.500,27.00
